0.0000000000000000e+00,2.7169999999999999e+02,-4.6500000000000000e+01,2.5574038593037776e+02,-1.2665940233111495e+02
1.0010010010010010e-03,2.7169999999999999e+02,-4.6500000000000000e+01,1.8867413878417429e+02,-1.1073933692716216e+02
2.0020020020020020e-03,2.7169999999999999e+02,-4.6500000000000000e+01,1.2978600406436158e+02,-8.0882865173150464e+01
3.0030030030030030e-03,2.7169999999999999e+02,-4.6500000000000000e+01,8.4482056204396699e+01,-5.2056285676085224e+01
4.0040040040040040e-03,2.7169999999999999e+02,-4.6500000000000000e+01,1.1121517895243252e+02,-3.3205172956990097e+01
5.0050050050050050e-03,2.7169999999999999e+02,-4.6500000000000000e+01,2.6836336678908657e+02,-6.2078502804069018e+01
6.0060060060060060e-03,2.7169999999999999e+02,-4.6500000000000000e+01,2.3943621962117524e+02,-6.4402711554827647e+01
7.0070070070070069e-03,2.7169999999999999e+02,-4.6500000000000000e+01,2.0869860512277947e+02,-5.0633444540349601e+01
8.0080080080080079e-03,2.7169999999999999e+02,-4.6500000000000000e+01,2.3834745220249761e+02,-4.6355445959653736e+01
9.0090090090090089e-03,2.7169999999999999e+02,-4.6500000000000000e+01,2.9034269143750248e+02,-5.8157626195867778e+01
1.0010010010010010e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7413534013782885e+02,-5.9733991989638298e+01
1.1011011011011011e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.5649613583728149e+02,-5.3068704542044117e+01
1.2012012012012012e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6976732273350638e+02,-5.2600735747347386e+01
1.3013013013013013e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.8393760850698703e+02,-5.7664308668685933e+01
1.4014014014014014e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7497584454794315e+02,-5.8909457169853624e+01
1.5015015015015015e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6348243744262112e+02,-5.6428555655582116e+01
1.6016016016016016e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6282927835757920e+02,-5.5279922079098071e+01
1.7017017017017015e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6679674631642069e+02,-5.6453919605379639e+01
1.8018018018018018e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6470001933305537e+02,-5.6861435039081300e+01
1.9019019019019021e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6064144387657268e+02,-5.5644246715568883e+01
2.0020020020020020e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6152222114609469e+02,-5.4632221463691423e+01
2.1021021021021019e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6611614247904879e+02,-5.4789515879333337e+01
2.2022022022022022e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6876998157012162e+02,-5.5003062344862016e+01
2.3023023023023025e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6979322173041646e+02,-5.4657033845607970e+01
2.4024024024024024e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7216254300179577e+02,-5.4473288254700080e+01
2.5025025025025023e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7511323930332242e+02,-5.4838108268390243e+01
2.6026026026026026e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7623294748654234e+02,-5.5217618266558290e+01
2.7027027027027029e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7588905239060756e+02,-5.5320892937766359e+01
2.8028028028028028e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7552016221395991e+02,-5.5430090168617880e+01
2.9029029029029027e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7503412523316564e+02,-5.5670681948613947e+01
3.0030030030030030e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7379760672665293e+02,-5.5815754629329177e+01
3.1031031031031032e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7221986488114698e+02,-5.5754699456752789e+01
3.2032032032032032e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7110241186325970e+02,-5.5627805108835062e+01
3.3033033033033031e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7057784461567593e+02,-5.5541901681838752e+01
3.4034034034034030e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7035992961416605e+02,-5.5458611964503618e+01
3.5035035035035036e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7041300185424984e+02,-5.5355872702858647e+01
3.6036036036036036e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7083363090794035e+02,-5.5298208572614257e+01
3.7037037037037035e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7144176736041277e+02,-5.5328292186338842e+01
3.8038038038038041e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7189720192993911e+02,-5.5411724914545118e+01
3.9039039039039040e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7203883568215809e+02,-5.5505140828193348e+01
4.0040040040040040e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7187735417204351e+02,-5.5597204062282714e+01
4.1041041041041039e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7142354751568678e+02,-5.5672983385564891e+01
4.2042042042042038e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7070811657194002e+02,-5.5695343214980838e+01
4.3043043043043044e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6988555695347213e+02,-5.5636284913535093e+01
4.4044044044044044e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6920008838096010e+02,-5.5499768587304033e+01
4.5045045045045043e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6886767575546480e+02,-5.5309794373117029e+01
4.6046046046046049e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6902027677261782e+02,-5.5095324657790997e+01
4.7047047047047048e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6970910086926864e+02,-5.4890793962759858e+01
4.8048048048048048e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7089138991239372e+02,-5.4735822603367126e+01
4.9049049049049047e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7240923702395742e+02,-5.4663727847068728e+01
5.0050050050050046e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7401674360368588e+02,-5.4691989134879265e+01
5.1051051051051052e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7544386162056708e+02,-5.4823370709365634e+01
5.2052052052052052e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7644300661943652e+02,-5.5048415082187631e+01
5.3053053053053051e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7681415838133637e+02,-5.5343043991813019e+01
5.4054054054054057e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7643456482597975e+02,-5.5667648877891793e+01
5.5055055055055056e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7528836866425848e+02,-5.5971962395944047e+01
5.6056056056056056e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7347806074014545e+02,-5.6202468614746948e+01
5.7057057057057055e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7122011643591810e+02,-5.6310815173012926e+01
5.8058058058058054e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6883117589611754e+02,-5.6264979116285460e+01
5.9059059059059060e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6669538521511754e+02,-5.6061291957982732e+01
6.0060060060060060e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6520003413109811e+02,-5.5730263117259440e+01
6.1061061061061059e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6464488677679947e+02,-5.5329839101374446e+01
6.2062062062062065e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6515844314741332e+02,-5.4927534125454912e+01
6.3063063063063057e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6666650526836355e+02,-5.4582359845977848e+01
6.4064064064064064e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6892763996056578e+02,-5.4337417219583784e+01
6.5065065065065070e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7159907688841918e+02,-5.4221363750061926e+01
6.6066066066066062e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7429358801113216e+02,-5.4248729707829568e+01
6.7067067067067068e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7662971491165985e+02,-5.4416965049760989e+01
6.8068068068068061e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7828552635012954e+02,-5.4706002932620422e+01
6.9069069069069067e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7903943967963130e+02,-5.5081076168542182e+01
7.0070070070070073e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7878638245401919e+02,-5.5494794524670738e+01
7.1071071071071065e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7754297298879101e+02,-5.5889170866774634e+01
7.2072072072072071e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7545233298974415e+02,-5.6201718520170601e+01
7.3073073073073078e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7278158311306493e+02,-5.6376410632475313e+01
7.4074074074074070e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6990301163502062e+02,-5.6377031373084151e+01
7.5075075075075076e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6725352598470459e+02,-5.6199445509032131e+01
7.6076076076076082e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6526569590528419e+02,-5.5877208401086918e+01
7.7077077077077075e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6427248556839390e+02,-5.5473966542406671e+01
7.8078078078078081e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6441700466926528e+02,-5.5062710712690716e+01
7.9079079079079073e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6562083358640837e+02,-5.4704168337359647e+01
8.0080080080080079e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.6763238219331691e+02,-5.4438861827314767e+01
8.1081081081081086e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7010872375841905e+02,-5.4291524853786512e+01
8.2082082082082078e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7267581329200158e+02,-5.4273956052898981e+01
8.3083083083083084e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7497192883798203e+02,-5.4382180981278253e+01
8.4084084084084076e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7669738069587930e+02,-5.4596121866246236e+01
8.5085085085085083e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7765420497213807e+02,-5.4884075286828903e+01
8.6086086086086089e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7775647378258373e+02,-5.5206261556901723e+01
8.7087087087087081e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7702598256158240e+02,-5.5516791926897739e+01
8.8088088088088087e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7558927155205987e+02,-5.5768705446406187e+01
8.9089089089089094e-02,2.7169999999999999e+02,-4.6500000000000000e+01,2.7366854623526348e+02,-5.5922702630661334e+01
