1, 10, 251
2, 10, 131
3, 10, 107
4, 10, 79
5, 10, 58
6, 10, 58
7, 10, 59
8, 10, 54
9, 10, 58
10, 10, 31
11, 10, 31
12, 10, 31
13, 10, 32
14, 10, 33
15, 10, 33
16, 10, 33
17, 10, 33
18, 10, 34
19, 10, 33
20, 10, 34
21, 10, 34
22, 10, 34
23, 10, 35
24, 10, 34
25, 10, 35
26, 10, 34
27, 10, 34
28, 10, 35
29, 10, 36
30, 10, 35
31, 10, 35
32, 10, 36
33, 10, 36
34, 10, 36
35, 10, 35
36, 10, 35
37, 10, 36
38, 10, 36
39, 10, 36
40, 10, 36
41, 10, 36
42, 10, 36
43, 10, 36
44, 10, 36
45, 10, 37
46, 10, 36
47, 10, 36
48, 10, 36
49, 10, 37
50, 10, 37
1, 20, 505
2, 20, 264
3, 20, 184
4, 20, 138
5, 20, 116
6, 20, 115
7, 20, 89
8, 20, 85
9, 20, 88
10, 20, 62
11, 20, 62
12, 20, 63
13, 20, 63
14, 20, 64
15, 20, 63
16, 20, 65
17, 20, 64
18, 20, 64
19, 20, 65
20, 20, 37
21, 20, 37
22, 20, 36
23, 20, 38
24, 20, 36
25, 20, 38
26, 20, 38
27, 20, 37
28, 20, 38
29, 20, 38
30, 20, 38
31, 20, 38
32, 20, 39
33, 20, 38
34, 20, 38
35, 20, 38
36, 20, 39
37, 20, 38
38, 20, 38
39, 20, 38
40, 20, 39
41, 20, 39
42, 20, 39
43, 20, 39
44, 20, 39
45, 20, 39
46, 20, 39
47, 20, 39
48, 20, 39
49, 20, 39
50, 20, 39
1, 30, 760
2, 30, 392
3, 30, 262
4, 30, 207
5, 30, 171
6, 30, 142
7, 30, 141
8, 30, 118
9, 30, 121
10, 30, 92
11, 30, 94
12, 30, 92
13, 30, 94
14, 30, 97
15, 30, 69
16, 30, 69
17, 30, 68
18, 30, 69
19, 30, 67
20, 30, 66
21, 30, 70
22, 30, 70
23, 30, 71
24, 30, 70
25, 30, 70
26, 30, 71
27, 30, 71
28, 30, 69
29, 30, 67
30, 30, 41
31, 30, 41
32, 30, 41
33, 30, 42
34, 30, 41
35, 30, 42
36, 30, 42
37, 30, 42
38, 30, 41
39, 30, 42
40, 30, 42
41, 30, 42
42, 30, 42
43, 30, 42
44, 30, 42
45, 30, 43
46, 30, 42
47, 30, 43
48, 30, 42
49, 30, 42
50, 30, 42
1, 40, 1006
2, 40, 532
3, 40, 375
4, 40, 272
5, 40, 225
6, 40, 198
7, 40, 177
8, 40, 148
9, 40, 150
10, 40, 125
11, 40, 124
12, 40, 126
13, 40, 122
14, 40, 98
15, 40, 100
16, 40, 100
17, 40, 101
18, 40, 100
19, 40, 97
20, 40, 73
21, 40, 72
22, 40, 74
23, 40, 74
24, 40, 75
25, 40, 76
26, 40, 73
27, 40, 77
28, 40, 75
29, 40, 76
30, 40, 76
31, 40, 75
32, 40, 74
33, 40, 76
34, 40, 75
35, 40, 75
36, 40, 75
37, 40, 74
38, 40, 74
39, 40, 71
40, 40, 45
41, 40, 45
42, 40, 45
43, 40, 45
44, 40, 46
45, 40, 45
46, 40, 45
47, 40, 45
48, 40, 45
49, 40, 45
50, 40, 45
1, 50, 1259
2, 50, 665
3, 50, 449
4, 50, 338
5, 50, 284
6, 50, 257
7, 50, 219
8, 50, 199
9, 50, 178
10, 50, 155
11, 50, 154
12, 50, 147
13, 50, 130
14, 50, 130
15, 50, 131
16, 50, 123
17, 50, 105
18, 50, 104
19, 50, 106
20, 50, 103
21, 50, 110
22, 50, 104
23, 50, 103
24, 50, 99
25, 50, 82
26, 50, 79
27, 50, 79
28, 50, 79
29, 50, 79
30, 50, 79
31, 50, 79
32, 50, 78
33, 50, 79
34, 50, 81
35, 50, 80
36, 50, 79
37, 50, 80
38, 50, 82
39, 50, 79
40, 50, 79
41, 50, 79
42, 50, 80
43, 50, 78
44, 50, 79
45, 50, 78
46, 50, 77
47, 50, 76
48, 50, 75
49, 50, 71
50, 50, 49
1, 60, 1505
2, 60, 792
3, 60, 553
4, 60, 422
5, 60, 341
6, 60, 286
7, 60, 260
8, 60, 218
9, 60, 210
10, 60, 186
11, 60, 184
12, 60, 162
13, 60, 158
14, 60, 156
15, 60, 137
16, 60, 134
17, 60, 135
18, 60, 135
19, 60, 132
20, 60, 110
21, 60, 111
22, 60, 109
23, 60, 111
24, 60, 113
25, 60, 113
26, 60, 111
27, 60, 111
28, 60, 111
29, 60, 107
30, 60, 85
31, 60, 82
32, 60, 82
33, 60, 83
34, 60, 83
35, 60, 83
36, 60, 83
37, 60, 83
38, 60, 83
39, 60, 84
40, 60, 83
41, 60, 83
42, 60, 83
43, 60, 83
44, 60, 83
45, 60, 83
46, 60, 82
47, 60, 82
48, 60, 82
49, 60, 82
50, 60, 82
1, 70, 1761
2, 70, 914
3, 70, 630
4, 70, 477
5, 70, 402
6, 70, 345
7, 70, 301
8, 70, 268
9, 70, 237
10, 70, 214
11, 70, 216
12, 70, 188
13, 70, 193
14, 70, 169
15, 70, 166
16, 70, 168
17, 70, 160
18, 70, 138
19, 70, 139
20, 70, 138
21, 70, 139
22, 70, 137
23, 70, 136
24, 70, 115
25, 70, 115
26, 70, 116
27, 70, 115
28, 70, 114
29, 70, 118
30, 70, 116
31, 70, 116
32, 70, 115
33, 70, 114
34, 70, 110
35, 70, 90
36, 70, 87
37, 70, 87
38, 70, 87
39, 70, 87
40, 70, 87
41, 70, 87
42, 70, 87
43, 70, 86
44, 70, 86
45, 70, 87
46, 70, 86
47, 70, 87
48, 70, 86
49, 70, 87
50, 70, 86
1, 80, 2001
2, 80, 1052
