3, 80, 722
4, 80, 535
5, 80, 459
6, 80, 403
7, 80, 339
8, 80, 301
9, 80, 269
10, 80, 247
11, 80, 242
12, 80, 217
13, 80, 219
14, 80, 196
15, 80, 199
16, 80, 172
17, 80, 169
18, 80, 170
19, 80, 168
20, 80, 145
21, 80, 144
22, 80, 144
23, 80, 145
24, 80, 144
25, 80, 147
26, 80, 145
27, 80, 118
28, 80, 120
29, 80, 118
30, 80, 119
31, 80, 121
32, 80, 119
33, 80, 119
34, 80, 121
35, 80, 121
36, 80, 120
37, 80, 119
38, 80, 118
39, 80, 114
40, 80, 95
41, 80, 90
42, 80, 90
43, 80, 90
44, 80, 89
45, 80, 90
46, 80, 90
47, 80, 90
48, 80, 90
49, 80, 90
50, 80, 90
1, 90, 2251
2, 90, 1180
3, 90, 805
4, 90, 611
5, 90, 500
6, 90, 436
7, 90, 385
8, 90, 345
9, 90, 307
10, 90, 273
11, 90, 268
12, 90, 245
13, 90, 221
14, 90, 225
15, 90, 204
16, 90, 199
17, 90, 198
18, 90, 177
19, 90, 175
20, 90, 174
21, 90, 173
22, 90, 171
23, 90, 152
24, 90, 150
25, 90, 149
26, 90, 152
27, 90, 154
28, 90, 150
29, 90, 150
30, 90, 127
31, 90, 124
32, 90, 124
33, 90, 123
34, 90, 123
35, 90, 126
36, 90, 125
37, 90, 124
38, 90, 125
39, 90, 124
40, 90, 124
41, 90, 123
42, 90, 123
43, 90, 121
44, 90, 119
45, 90, 100
46, 90, 93
47, 90, 93
48, 90, 94
49, 90, 93
50, 90, 93
1, 100, 2513
2, 100, 1318
3, 100, 936
4, 100, 683
5, 100, 567
6, 100, 493
7, 100, 436
8, 100, 375
9, 100, 353
10, 100, 314
11, 100, 302
12, 100, 279
13, 100, 259
14, 100, 254
15, 100, 231
16, 100, 225
17, 100, 205
18, 100, 204
19, 100, 202
20, 100, 181
21, 100, 181
22, 100, 179
23, 100, 184
24, 100, 178
25, 100, 158
26, 100, 156
27, 100, 155
28, 100, 155
29, 100, 158
30, 100, 157
31, 100, 157
32, 100, 152
33, 100, 152
34, 100, 126
35, 100, 127
36, 100, 127
37, 100, 128
38, 100, 129
39, 100, 129
40, 100, 128
41, 100, 129
42, 100, 127
43, 100, 127
44, 100, 127
45, 100, 128
46, 100, 127
47, 100, 126
48, 100, 123
49, 100, 123
50, 100, 102
