-284.5, -66.1, 10001, 1, 1, 1
-284.5, -66.1, 10001, 2, 1, 1
-284.5, -66.1, 10001, 2, 1, 1
-284.5, -66.1, 10001, 3, 1, 1
-284.5, -66.1, 10001, 3, 1, 1
-284.5, -66.1, 10001, 4, 1, 1
-284.5, -66.1, 10001, 4, 1, 1
-284.5, -66.1, 10001, 5, 1, 1
-284.5, -66.1, 10001, 5, 1, 1
-284.5, -66.1, 10001, 6, 1, 1
-284.5, -66.1, 10001, 6, 1, 1
-284.5, -66.1, 10001, 7, 1, 1
-284.5, -66.1, 10001, 7, 1, 1
-284.5, -66.1, 10001, 8, 1, 1
-284.5, -66.1, 10001, 8, 1, 1
-284.5, -66.1, 10001, 9, 1, 1
-284.5, -66.1, 10001, 9, 1, 1
-284.5, -66.1, 10001, 10, 1, 1
-284.5, -66.1, 10001, 10, 1, 1
-284.5, -66.1, 10001, 11, 1, 1
-284.5, -66.1, 10001, 11, 1, 1
-284.5, -66.1, 10001, 12, 1, 1
-284.5, -66.1, 10001, 12, 1, 1
-284.5, -66.1, 10001, 13, 1, 1
-284.5, -66.1, 10001, 13, 1, 1
-284.5, -66.1, 10001, 14, 1, 1
-284.5, -66.1, 10001, 14, 1, 1
-284.5, -66.1, 10001, 15, 1, 1
-284.5, -66.1, 10001, 15, 1, 1
-284.5, -66.1, 10001, 16, 1, 1
-284.5, -66.1, 10001, 16, 1, 1
-284.5, -66.1, 10001, 17, 1, 1
-284.5, -66.1, 10001, 17, 1, 1
-284.5, -66.1, 10001, 18, 1, 1
-284.5, -66.1, 10001, 18, 1, 1
-284.5, -66.1, 10001, 19, 1, 1
-284.5, -66.1, 10001, 19, 1, 1
-284.5, -66.1, 10001, 20, 1, 1
-284.5, -66.1, 10001, 20, 1, 1
-284.5, -66.1, 10001, 21, 1, 1
-284.5, -66.1, 10001, 21, 1, 1
-284.5, -66.1, 10001, 22, 1, 1
-284.5, -66.1, 10001, 22, 1, 1
-284.5, -66.1, 10001, 23, 1, 1
-284.5, -66.1, 10001, 23, 1, 1
-284.5, -66.1, 10001, 24, 1, 1
-284.5, -66.1, 10001, 24, 1, 1
-284.5, -66.1, 10001, 25, 1, 1
-284.5, -66.1, 10001, 25, 1, 1
-284.5, -66.1, 10001, 26, 1, 1
-284.5, -66.1, 10001, 26, 1, 1
-284.5, -66.1, 10001, 27, 1, 1
-284.5, -66.1, 10001, 27, 1, 1
-284.5, -66.1, 10001, 28, 1, 1
-284.5, -66.1, 10001, 28, 1, 1
-284.5, -66.1, 10001, 29, 1, 1
-284.5, -66.1, 10001, 29, 1, 1
-284.5, -66.1, 10001, 30, 1, 1
-284.5, -66.1, 10001, 30, 1, 1
-284.5, -66.1, 10001, 31, 1, 1
-284.5, -66.1, 10001, 31, 1, 1
-284.5, -66.1, 10001, 32, 1, 1
-284.5, -66.1, 10001, 32, 1, 1
-284.5, -66.1, 10001, 33, 1, 1
-284.5, -66.1, 10001, 33, 1, 1
-284.5, -66.1, 10001, 34, 1, 1
-284.5, -66.1, 10001, 34, 1, 1
-284.5, -66.1, 10001, 35, 1, 1
-284.5, -66.1, 10001, 35, 1, 1
-284.5, -66.1, 10001, 36, 1, 1
-284.5, -66.1, 10001, 36, 1, 1
-284.5, -66.1, 10001, 37, 1, 1
-284.5, -66.1, 10001, 37, 1, 1
-284.5, -66.1, 10001, 38, 1, 1
-284.5, -66.1, 10001, 38, 1, 1
-284.5, -66.1, 10001, 39, 1, 1
-284.5, -66.1, 10001, 39, 1, 1
-284.5, -66.1, 10001, 40, 1, 1
-284.5, -66.1, 10001, 40, 1, 1
-284.5, -66.1, 10001, 41, 1, 1
-284.5, -66.1, 10001, 41, 1, 1
-284.5, -66.1, 10001, 42, 1, 1
-284.5, -66.1, 10001, 42, 1, 1
-284.5, -66.1, 10001, 43, 1, 1
-284.5, -66.1, 10001, 43, 1, 1
-284.5, -66.1, 10001, 44, 1, 1
-284.5, -66.1, 10001, 44, 1, 1
-284.5, -66.1, 10001, 45, 1, 1
-284.5, -66.1, 10001, 45, 1, 1
-284.5, -66.1, 10001, 46, 1, 1
-284.5, -66.1, 10001, 46, 1, 1
-284.5, -66.1, 10001, 47, 1, 1
-284.5, -66.1, 10001, 47, 1, 1
-284.5, -66.1, 10001, 48, 1, 1
-284.5, -66.1, 10001, 48, 1, 1
-284.5, -66.1, 10001, 49, 1, 1
-284.5, -66.1, 10001, 49, 1, 1
-284.5, -66.1, 10001, 50, 1, 1
-284.5, -66.1, 10001, 50, 1, 1
-284.5, -66.1, 10001, 51, 1, 1
-284.5, -66.1, 10001, 51, 1, 1
-284.5, -66.1, 10001, 52, 1, 1
-284.5, -66.1, 10001, 52, 1, 1
-284.5, -66.1, 10001, 53, 1, 1
-284.5, -66.1, 10001, 53, 1, 1
-284.5, -66.1, 10001, 54, 1, 1
-284.5, -66.1, 10001, 54, 1, 1
-284.5, -66.1, 10001, 55, 1, 1
-284.5, -66.1, 10001, 55, 1, 1
-284.5, -66.1, 10001, 56, 1, 1
-284.5, -66.1, 10001, 56, 1, 1
-284.5, -66.1, 10001, 57, 1, 1
-284.5, -66.1, 10001, 57, 1, 1
-284.5, -66.1, 10001, 58, 1, 1
-284.5, -66.1, 10001, 58, 1, 1
-284.5, -66.1, 10001, 59, 1, 1
-284.5, -66.1, 10001, 59, 1, 1
-284.5, -66.1, 10001, 60, 1, 1
-284.5, -66.1, 10001, 60, 1, 1
-284.5, -66.1, 10001, 61, 1, 1
-284.5, -66.1, 10001, 61, 1, 1
-284.5, -66.1, 10001, 62, 1, 1
-284.5, -66.1, 10001, 62, 1, 1
-284.5, -66.1, 10001, 63, 1, 1
-284.5, -66.1, 10001, 63, 1, 1
-284.5, -66.1, 10001, 64, 1, 1
-284.5, -66.1, 10001, 64, 1, 1
-284.5, -66.1, 10001, 65, 1, 1
-284.5, -66.1, 10001, 65, 1, 1
-284.5, -66.1, 10001, 66, 1, 1
-284.5, -66.1, 10001, 66, 1, 1
-284.5, -66.1, 10001, 67, 1, 1
-284.5, -66.1, 10001, 67, 1, 1
-284.5, -66.1, 10001, 68, 1, 1
-284.5, -66.1, 10001, 68, 1, 1
-284.5, -66.1, 10001, 69, 1, 1
-284.5, -66.1, 10001, 69, 1, 1
-284.5, -66.1, 10001, 70, 1, 1
-284.5, -66.1, 10001, 70, 1, 1
-284.5, -66.1, 10001, 71, 1, 1
-284.5, -66.1, 10001, 71, 1, 1
-284.5, -66.1, 10001, 72, 1, 1
-284.5, -66.1, 10001, 72, 1, 1
-284.5, -66.1, 10001, 73, 1, 1
-284.5, -66.1, 10001, 73, 1, 1
-284.5, -66.1, 10001, 74, 1, 1
-284.5, -66.1, 10001, 74, 1, 1
-284.5, -66.1, 10001, 75, 1, 1
-284.5, -66.1, 10001, 75, 1, 1
-284.5, -66.1, 10001, 76, 1, 1
-284.5, -66.1, 10001, 76, 1, 1
-284.5, -66.1, 10001, 77, 1, 1
-284.5, -66.1, 10001, 77, 1, 1
-284.5, -66.1, 10001, 78, 1, 1
-284.5, -66.1, 10001, 78, 1, 1
-284.5, -66.1, 10001, 79, 1, 1
-284.5, -66.1, 10001, 79, 1, 1
-284.5, -66.1, 10001, 80, 1, 1
-284.5, -66.1, 10001, 80, 1, 1
-284.5, -66.1, 10001, 81, 1, 1
-284.5, -66.1, 10001, 81, 1, 1
-284.5, -66.1, 10001, 82, 1, 1
-284.5, -66.1, 10001, 82, 1, 1
-284.5, -66.1, 10001, 83, 1, 1
-284.5, -66.1, 10001, 83, 1, 1
-284.5, -66.1, 10001, 84, 1, 1
-284.5, -66.1, 10001, 84, 1, 1
-284.5, -66.1, 10001, 85, 1, 1
-284.5, -66.1, 10001, 85, 1, 1
-284.5, -66.1, 10001, 86, 1, 1
-284.5, -66.1, 10001, 86, 1, 1
-284.5, -66.1, 10001, 87, 1, 1
-284.5, -66.1, 10001, 87, 1, 1
-284.5, -66.1, 10001, 88, 1, 1
-284.5, -66.1, 10001, 88, 1, 1
-284.5, -66.1, 10001, 89, 1, 1
-284.5, -66.1, 10001, 89, 1, 1
-284.5, -66.1, 10001, 90, 1, 1
-284.5, -66.1, 10001, 90, 1, 1
-284.5, -66.1, 10001, 91, 1, 1
-284.5, -66.1, 10001, 91, 1, 1
-284.5, -66.1, 10001, 92, 1, 1
-284.5, -66.1, 10001, 92, 1, 1
-284.5, -66.1, 10001, 93, 1, 1
-284.5, -66.1, 10001, 93, 1, 1
-284.5, -66.1, 10001, 94, 1, 1
-284.5, -66.1, 10001, 94, 1, 1
-284.5, -66.1, 10001, 95, 1, 1
-284.5, -66.1, 10001, 95, 1, 1
-284.5, -66.1, 10001, 96, 1, 1
-284.5, -66.1, 10001, 96, 1, 1
-284.5, -66.1, 10001, 97, 1, 1
-284.5, -66.1, 10001, 97, 1, 1
-284.5, -66.1, 10001, 98, 1, 1
-284.5, -66.1, 10001, 98, 1, 1
-284.5, -66.1, 10001, 99, 1, 1
-284.5, -66.1, 10001, 99, 1, 1
-284.5, -66.1, 10001, 100, 1, 1
-284.5, -66.1, 10001, 100, 1, 1
-243.6, -45.0, 10002, 101, 1, 2
-243.6, -45.0, 10002, 101, 1, 2
-243.6, -45.0, 10002, 102, 1, 2
-243.6, -45.0, 10002, 102, 1, 2
-243.6, -45.0, 10002, 103, 1, 2
-243.6, -45.0, 10002, 103, 1, 2
-243.6, -45.0, 10002, 104, 1, 2
-243.6, -45.0, 10002, 104, 1, 2
-243.6, -45.0, 10002, 105, 1, 2
-243.6, -45.0, 10002, 105, 1, 2
-243.6, -45.0, 10002, 106, 1, 2
-243.6, -45.0, 10002, 106, 1, 2
-243.6, -45.0, 10002, 107, 1, 2
-243.6, -45.0, 10002, 107, 1, 2
-243.6, -45.0, 10002, 108, 1, 2
-243.6, -45.0, 10002, 108, 1, 2
-243.6, -45.0, 10002, 109, 1, 2
-243.6, -45.0, 10002, 109, 1, 2
-243.6, -45.0, 10002, 110, 1, 2
